State,Date,Population,Food Wasted (Tonnes),Wastage by Type,Sector,Greenhouse Gas Emissions (CO2eq),Waste Disposal Method,Food Insecurity Rate (%),Cold Chain Infrastructure,Economic Cost of Waste (INR Cr)
Kerala,2015-09-01,34859717,159773.7,"{'Fruits': 39943.42593950791, 'Vegetables': 47932.111127409495, 'Grains': 31954.740751606332, 'Dairy': 23966.055563704747, 'Meat': 7988.685187901583, 'Processed Foods': 7988.685187901583}",Hospitality,154009.4,"{'Landfill': 109767.53317702557, 'Composting': 36361.53146024931, 'Recycling': 18104.25759426397}",37.52,Medium,30633163.7
Madhya Pradesh,2015-09-01,77085532,353308.69,"{'Fruits': 88327.172209534, 'Vegetables': 105992.60665144079, 'Grains': 70661.7377676272, 'Dairy': 52996.30332572039, 'Meat': 17665.4344419068, 'Processed Foods': 17665.4344419068}",Household,322580.72,"{'Landfill': 226991.86982625097, 'Composting': 49727.20782488848, 'Recycling': 43624.34953594444}",35.84,High,149792435.53
Maharashtra,2015-09-01,117482077,538459.52,"{'Fruits': 134614.88041485878, 'Vegetables': 161537.85649783054, 'Grains': 107691.90433188702, 'Dairy': 80768.92824891527, 'Meat': 26922.976082971756, 'Processed Foods': 26922.976082971756}",Agriculture,461500.04,"{'Landfill': 375793.2628758195, 'Composting': 135977.7396432831, 'Recycling': 75338.0477925615}",19.34,Medium,347926387.76
Manipur,2015-09-01,2345728,10751.25,"{'Fruits': 2687.813612064028, 'Vegetables': 3225.3763344768336, 'Grains': 2150.250889651222, 'Dairy': 1612.6881672384168, 'Meat': 537.5627224128056, 'Processed Foods': 537.5627224128056}",Agriculture,9972.54,"{'Landfill': 5545.409376365039, 'Composting': 2682.2919951453446, 'Recycling': 1385.7374963107463}",29.63,High,138707.37
Meghalaya,2015-09-01,2444328,11203.17,"{'Fruits': 2800.793163026557, 'Vegetables': 3360.951795631868, 'Grains': 2240.634530421246, 'Dairy': 1680.475897815934, 'Meat': 560.1586326053115, 'Processed Foods': 560.1586326053115}",Food Processing,9112.73,"{'Landfill': 7131.217088806448, 'Composting': 1697.4845361450587, 'Recycling': 1664.4840309819758}",20.29,High,150613.29
Mizoram,2015-09-01,952805,4367.03,"{'Fruits': 1091.7563124508602, 'Vegetables': 1310.1075749410322, 'Grains': 873.4050499606882, 'Dairy': 655.0537874705161, 'Meat': 218.35126249017205, 'Processed Foods': 218.35126249017205}",Retail,3691.27,"{'Landfill': 2669.2992065692124, 'Composting': 663.4595596340155, 'Recycling': 710.1398632583526}",20.59,Medium,22885.09
Nagaland,2015-09-01,2110571,9673.45,"{'Fruits': 2418.3629659608328, 'Vegetables': 2902.035559152999, 'Grains': 1934.6903727686663, 'Dairy': 1451.0177795764996, 'Meat': 483.6725931921666, 'Processed Foods': 483.6725931921666}",Agriculture,8896.87,"{'Landfill': 5518.0537700729155, 'Composting': 2875.8865084106947, 'Recycling': 1674.5972676257227}",28.43,Medium,112290.81
Odisha,2015-09-01,44397568,203488.86,"{'Fruits': 50872.214230909834, 'Vegetables': 61046.6570770918, 'Grains': 40697.77138472787, 'Dairy': 30523.3285385459, 'Meat': 10174.442846181968, 'Processed Foods': 10174.442846181968}",Food Processing,235398.73,"{'Landfill': 115073.21427066128, 'Composting': 49253.521760154385, 'Recycling': 25609.62008117789}",13.25,High,49689257.87
Punjab,2015-09-01,29551849,135445.98,"{'Fruits': 33861.493754637435, 'Vegetables': 40633.79250556492, 'Grains': 27089.19500370995, 'Dairy': 20316.89625278246, 'Meat': 6772.298750927487, 'Processed Foods': 6772.298750927487}",Hospitality,161884.38,"{'Landfill': 82115.56925652565, 'Composting': 36170.78238884929, 'Recycling': 24411.523001497295}",35.95,Low,22014734.58
Rajasthan,2015-09-01,72243313,331115.19,"{'Fruits': 82778.79724035633, 'Vegetables': 99334.55668842759, 'Grains': 66223.03779228507, 'Dairy': 49667.278344213795, 'Meat': 16555.75944807127, 'Processed Foods': 16555.75944807127}",Household,304909.88,"{'Landfill': 221913.0478348099, 'Composting': 73325.09769483305, 'Recycling': 42742.52151171935}",27.32,Medium,131564722.03
Sikkim,2015-09-01,565283,2590.88,"{'Fruits': 647.7209966740435, 'Vegetables': 777.2651960088522, 'Grains': 518.1767973392348, 'Dairy': 388.6325980044261, 'Meat': 129.5441993348087, 'Processed Foods': 129.5441993348087}",Hospitality,2626.86,"{'Landfill': 1557.4333849954273, 'Composting': 362.96934599824505, 'Recycling': 392.5070692777357}",39.29,Medium,8055.22
Tamil Nadu,2015-09-01,77465315,355049.36,"{'Fruits': 88762.34124734711, 'Vegetables': 106514.80949681652, 'Grains': 71009.8729978777, 'Dairy': 53257.40474840826, 'Meat': 17752.468249469424, 'Processed Foods': 17752.468249469424}",Food Processing,354470.72,"{'Landfill': 177833.87355922116, 'Composting': 50101.90506569352, 'Recycling': 45431.97112227778}",37.38,Medium,151272061.9
Telangana,2015-09-01,36856115,168923.86,"{'Fruits': 42230.96591757693, 'Vegetables': 50677.15910109231, 'Grains': 33784.772734061546, 'Dairy': 25338.579550546154, 'Meat': 8446.193183515386, 'Processed Foods': 8446.193183515386}",Food Processing,146814.06,"{'Landfill': 97138.10834387556, 'Composting': 30999.297322607024, 'Recycling': 31505.131273326722}",30.73,Medium,34242326.06
Tripura,2015-09-01,3331464,15269.21,"{'Fruits': 3817.303306845474, 'Vegetables': 4580.763968214568, 'Grains': 3053.8426454763794, 'Dairy': 2290.381984107284, 'Meat': 763.4606613690949, 'Processed Foods': 763.4606613690949}",Retail,15871.19,"{'Landfill': 9914.487054729925, 'Composting': 2487.946575071733, 'Recycling': 2772.4249161441753}",13.55,High,279778.65
Uttar Pradesh,2015-09-01,214667841,983894.27,"{'Fruits': 245973.56816215228, 'Vegetables': 295168.2817945827, 'Grains': 196778.85452972184, 'Dairy': 147584.14089729136, 'Meat': 49194.71363243046, 'Processed Foods': 49194.71363243046}",Retail,899285.19,"{'Landfill': 581772.5005989029, 'Composting': 282113.34556962975, 'Recycling': 144873.5398430815}",14.81,Medium,1161657527.7
Uttarakhand,2015-09-01,10701159,49046.98,"{'Fruits': 12261.745077636788, 'Vegetables': 14714.094093164145, 'Grains': 9809.39606210943, 'Dairy': 7357.047046582073, 'Meat': 2452.3490155273576, 'Processed Foods': 2452.3490155273576}",Food Processing,46261.16,"{'Landfill': 28673.853127796305, 'Composting': 11209.806301983288, 'Recycling': 5769.212994637786}",13.94,Low,2886727.53
West Bengal,2015-09-01,96924434,444236.99,"{'Fruits': 111059.24789670442, 'Vegetables': 133271.09747604528, 'Grains': 88847.39831736354, 'Dairy': 66635.54873802264, 'Meat': 22211.849579340884, 'Processed Foods': 22211.849579340884}",Hospitality,487828.0,"{'Landfill': 283964.94255365134, 'Composting': 82665.69138851322, 'Recycling': 70595.65125419735}",22.7,High,236815805.63
Andhra Pradesh,2015-10-01,79387558,363859.64,"{'Fruits': 90964.91060263455, 'Vegetables': 109157.89272316147, 'Grains': 72771.92848210764, 'Dairy': 54578.94636158073, 'Meat': 18192.98212052691, 'Processed Foods': 18192.98212052691}",Food Processing,436222.3,"{'Landfill': 213907.76920259368, 'Composting': 95662.6952719627, 'Recycling': 53812.825236084325}",15.59,Low,158872607.25
Arunachal Pradesh,2015-10-01,1154786,5292.77,"{'Fruits': 1323.1932027732203, 'Vegetables': 1587.8318433278644, 'Grains': 1058.5545622185762, 'Dairy': 793.9159216639322, 'Meat': 264.63864055464404, 'Processed Foods': 264.63864055464404}",Household,5634.97,"{'Landfill': 2852.5005625428576, 'Composting': 940.1729128667221, 'Recycling': 1045.9779032702315}",33.9,High,33616.13
Assam,2015-10-01,28514820,130692.93,"{'Fruits': 32673.231470550705, 'Vegetables': 39207.87776466084, 'Grains': 26138.585176440567, 'Dairy': 19603.93888233042, 'Meat': 6534.646294110142, 'Processed Foods': 6534.646294110142}",Hospitality,126075.11,"{'Landfill': 88043.68111007729, 'Composting': 15363.425213729568, 'Recycling': 14247.48614220828}",14.98,Medium,20496769.05
Bihar,2015-10-01,109289098,500908.37,"{'Fruits': 125227.09202024968, 'Vegetables': 150272.5104242996, 'Grains': 100181.67361619975, 'Dairy': 75136.2552121498, 'Meat': 25045.41840404994, 'Processed Foods': 25045.41840404994}",Food Processing,498072.75,"{'Landfill': 293948.63183453574, 'Composting': 74395.57451792827, 'Recycling': 85082.85554227761}",29.11,Low,301091031.86
Chhattisgarh,2015-10-01,27518301,126125.55,"{'Fruits': 31531.387275135443, 'Vegetables': 37837.66473016253, 'Grains': 25225.109820108355, 'Dairy': 18918.832365081264, 'Meat': 6306.277455027089, 'Processed Foods': 6306.277455027089}",Agriculture,137403.42,"{'Landfill': 67590.0132225332, 'Composting': 20473.03656486443, 'Recycling': 25001.031337899243}",23.58,High,19089184.96
Goa,2015-10-01,1413468,6478.4,"{'Fruits': 1619.5995507806165, 'Vegetables': 1943.5194609367397, 'Grains': 1295.6796406244932, 'Dairy': 971.7597304683699, 'Meat': 323.9199101561233, 'Processed Foods': 323.9199101561233}",Agriculture,7304.51,"{'Landfill': 3720.4592134994864, 'Composting': 1774.9570842257722, 'Recycling': 927.5235723326449}",39.43,Medium,50363.57
Gujarat,2015-10-01,65091350,298335.36,"{'Fruits': 74583.83918980899, 'Vegetables': 89500.60702777079, 'Grains': 59667.0713518472, 'Dairy': 44750.303513885396, 'Meat': 14916.7678379618, 'Processed Foods': 14916.7678379618}",Household,259840.21,"{'Landfill': 192195.27093711236, 'Composting': 55189.640434220186, 'Recycling': 30540.615190919467}",22.15,Low,106804782.11
Haryana,2015-10-01,27141828,124400.05,"{'Fruits': 31100.011604886036, 'Vegetables': 37320.01392586324, 'Grains': 24880.009283908832, 'Dairy': 18660.00696293162, 'Meat': 6220.002320977208, 'Processed Foods': 6220.002320977208}",Household,110554.28,"{'Landfill': 79565.41691436639, 'Composting': 14951.392633409647, 'Recycling': 22538.020844065395}",26.0,High,18570445.86
Himachal Pradesh,2015-10-01,6528797,29923.66,"{'Fruits': 7480.913847345141, 'Vegetables': 8977.09661681417, 'Grains': 5984.731077876113, 'Dairy': 4488.548308407085, 'Meat': 1496.1827694690282, 'Processed Foods': 1496.1827694690282}",Hospitality,31611.51,"{'Landfill': 15670.145049661629, 'Composting': 7067.469383552371, 'Recycling': 5859.686753689981}",20.3,Medium,1074510.18
Jharkhand,2015-10-01,34574579,158466.82,"{'Fruits': 39616.70511414046, 'Vegetables': 47540.04613696855, 'Grains': 31693.364091312367, 'Dairy': 23770.023068484275, 'Meat': 7923.341022828092, 'Processed Foods': 7923.341022828092}",Household,144769.69,"{'Landfill': 83159.8265479164, 'Composting': 21755.293252049745, 'Recycling': 22324.032237841577}",26.11,Medium,30134079.82
Karnataka,2015-10-01,65703213,301139.73,"{'Fruits': 75284.93217475073, 'Vegetables': 90341.91860970088, 'Grains': 60227.94573980059, 'Dairy': 45170.95930485044, 'Meat': 15056.986434950148, 'Processed Foods': 15056.986434950148}",Household,345384.72,"{'Landfill': 198128.41415348588, 'Composting': 77255.50507599922, 'Recycling': 52806.40424765273}",23.43,Low,108822163.44
Kerala,2015-10-01,34986756,160355.97,"{'Fruits': 40088.99211566378, 'Vegetables': 48106.79053879654, 'Grains': 32071.193692531026, 'Dairy': 24053.39526939827, 'Meat': 8017.798423132756, 'Processed Foods': 8017.798423132756}",Agriculture,157408.22,"{'Landfill': 95917.8469450654, 'Composting': 16798.9964830445, 'Recycling': 23917.72440472912}",12.12,High,30856843.95
Madhya Pradesh,2015-10-01,76985356,352849.55,"{'Fruits': 88212.38805704619, 'Vegetables': 105854.86566845543, 'Grains': 70569.91044563695, 'Dairy': 52927.432834227715, 'Meat': 17642.47761140924, 'Processed Foods': 17642.47761140924}",Household,355462.09,"{'Landfill': 229521.58309834093, 'Composting': 70783.8110680685, 'Recycling': 48056.940107813105}",18.54,Low,149403367.81
Maharashtra,2015-10-01,118493455,543095.0,"{'Fruits': 135773.75069869828, 'Vegetables': 162928.50083843793, 'Grains': 108619.00055895862, 'Dairy': 81464.25041921897, 'Meat': 27154.750139739655, 'Processed Foods': 27154.750139739655}",Retail,477832.82,"{'Landfill': 297762.09690880135, 'Composting': 123085.56375464589, 'Recycling': 100762.89138427899}",14.72,Medium,353942618.47
Manipur,2015-10-01,2337184,10712.1,"{'Fruits': 2678.024421716542, 'Vegetables': 3213.62930605985, 'Grains': 2142.4195373732337, 'Dairy': 1606.814653029925, 'Meat': 535.6048843433084, 'Processed Foods': 535.6048843433084}",Hospitality,9509.29,"{'Landfill': 6422.947813445642, 'Composting': 1926.2850987986724, 'Recycling': 1645.5001044326334}",27.89,Low,137698.84
Meghalaya,2015-10-01,2419481,11089.29,"{'Fruits': 2772.32237990843, 'Vegetables': 3326.786855890116, 'Grains': 2217.857903926744, 'Dairy': 1663.393427945058, 'Meat': 554.464475981686, 'Processed Foods': 554.464475981686}",Food Processing,12401.97,"{'Landfill': 5764.775363718178, 'Composting': 2168.8800383733214, 'Recycling': 1451.2332590710307}",10.76,Low,147566.81
Mizoram,2015-10-01,947929,4344.68,"{'Fruits': 1086.1694148175445, 'Vegetables': 1303.4032977810534, 'Grains': 868.9355318540356, 'Dairy': 651.7016488905267, 'Meat': 217.2338829635089, 'Processed Foods': 217.2338829635089}",Hospitality,4141.54,"{'Landfill': 2510.541082583861, 'Composting': 1137.6516873176884, 'Recycling': 527.9015479604502}",16.7,Medium,22651.47
Nagaland,2015-10-01,2153947,9872.26,"{'Fruits': 2468.0642911625364, 'Vegetables': 2961.6771493950437, 'Grains': 1974.4514329300291, 'Dairy': 1480.8385746975218, 'Meat': 493.6128582325073, 'Processed Foods': 493.6128582325073}",Household,10362.92,"{'Landfill': 6263.919136935572, 'Composting': 1071.5982623957768, 'Recycling': 1394.7212789338253}",24.35,Medium,116953.75
Odisha,2015-10-01,44865630,205634.14,"{'Fruits': 51408.53439927432, 'Vegetables': 61690.241279129186, 'Grains': 41126.82751941946, 'Dairy': 30845.120639564593, 'Meat': 10281.706879854864, 'Processed Foods': 10281.706879854864}",Hospitality,240773.23,"{'Landfill': 140933.65211189832, 'Composting': 28903.52772362354, 'Recycling': 29832.406685145303}",34.63,Low,50742478.25
Punjab,2015-10-01,29772562,136457.58,"{'Fruits': 34114.39507355713, 'Vegetables': 40937.274088268554, 'Grains': 27291.516058845704, 'Dairy': 20468.637044134277, 'Meat': 6822.879014711426, 'Processed Foods': 6822.879014711426}",Household,150032.26,"{'Landfill': 94169.98400499985, 'Composting': 24731.999420230037, 'Recycling': 23079.630712959526}",38.22,Medium,22344805.46
Rajasthan,2015-10-01,72427032,331957.23,"{'Fruits': 82989.30821147334, 'Vegetables': 99587.169853768, 'Grains': 66391.44656917868, 'Dairy': 49793.584926884, 'Meat': 16597.86164229467, 'Processed Foods': 16597.86164229467}",Hospitality,315080.25,"{'Landfill': 179176.35421622038, 'Composting': 46923.4854529878, 'Recycling': 47402.6527146802}",27.18,Medium,132234725.33
Sikkim,2015-10-01,574210,2631.8,"{'Fruits': 657.9495116936146, 'Vegetables': 789.5394140323375, 'Grains': 526.3596093548916, 'Dairy': 394.76970701616875, 'Meat': 131.5899023387229, 'Processed Foods': 131.5899023387229}",Retail,2394.94,"{'Landfill': 1818.9777496878642, 'Composting': 366.1531895934611, 'Recycling': 292.7164705409638}",33.69,Medium,8311.63
Tamil Nadu,2015-10-01,77299158,354287.81,"{'Fruits': 88571.9530165639, 'Vegetables': 106286.34361987667, 'Grains': 70857.56241325113, 'Dairy': 53143.171809938336, 'Meat': 17714.390603312782, 'Processed Foods': 17714.390603312782}",Food Processing,288589.85,"{'Landfill': 182313.76039347044, 'Composting': 70836.66268110587, 'Recycling': 37108.034924253094}",34.68,High,150623824.53
Telangana,2015-10-01,37938288,173883.82,"{'Fruits': 43470.9557226971, 'Vegetables': 52165.14686723652, 'Grains': 34776.76457815768, 'Dairy': 26082.57343361826, 'Meat': 8694.19114453942, 'Processed Foods': 8694.19114453942}",Food Processing,182361.18,"{'Landfill': 104038.08043040632, 'Composting': 34855.5593770242, 'Recycling': 26549.08633690087}",32.42,Medium,36282700.64
Tripura,2015-10-01,3411891,15637.83,"{'Fruits': 3909.458464004339, 'Vegetables': 4691.350156805207, 'Grains': 3127.5667712034715, 'Dairy': 2345.6750784026035, 'Meat': 781.8916928008679, 'Processed Foods': 781.8916928008679}",Household,13183.01,"{'Landfill': 8344.078940472938, 'Composting': 1909.1130267235435, 'Recycling': 2441.475508695667}",36.55,Low,293450.22
Uttar Pradesh,2015-10-01,208206954,954281.87,"{'Fruits': 238570.4682155892, 'Vegetables': 286284.56185870705, 'Grains': 190856.37457247137, 'Dairy': 143142.28092935352, 'Meat': 47714.09364311784, 'Processed Foods': 47714.09364311784}",Food Processing,1041524.09,"{'Landfill': 638244.7576845292, 'Composting': 116772.88270511545, 'Recycling': 133129.8251192231}",27.5,Medium,1092784671.45
Uttarakhand,2015-10-01,10764444,49337.04,"{'Fruits': 12334.258775059616, 'Vegetables': 14801.110530071539, 'Grains': 9867.407020047693, 'Dairy': 7400.5552650357695, 'Meat': 2466.851755011923, 'Processed Foods': 2466.851755011923}",Hospitality,40610.08,"{'Landfill': 28979.689609899004, 'Composting': 10807.568348387493, 'Recycling': 9648.828125187587}",37.0,Medium,2920971.64
West Bengal,2015-10-01,97387044,446357.29,"{'Fruits': 111589.32156932612, 'Vegetables': 133907.18588319133, 'Grains': 89271.4572554609, 'Dairy': 66953.59294159566, 'Meat': 22317.864313865226, 'Processed Foods': 22317.864313865226}",Retail,533681.98,"{'Landfill': 304616.5144230891, 'Composting': 63766.015365695865, 'Recycling': 80179.24813781676}",32.48,Low,239081792.42
Andhra Pradesh,2015-11-01,80851533,370569.53,"{'Fruits': 92642.38179945631, 'Vegetables': 111170.85815934757, 'Grains': 74113.90543956506, 'Dairy': 55585.429079673784, 'Meat': 18528.476359891265, 'Processed Foods': 18528.476359891265}",Household,299912.0,"{'Landfill': 243571.35889672453, 'Composting': 80021.90384420748, 'Recycling': 68385.1294719796}",30.66,Low,164786129.39
Arunachal Pradesh,2015-11-01,1163664,5333.46,"{'Fruits': 1333.365898957096, 'Vegetables': 1600.0390787485153, 'Grains': 1066.6927191656769, 'Dairy': 800.0195393742576, 'Meat': 266.6731797914192, 'Processed Foods': 266.6731797914192}",Hospitality,5746.76,"{'Landfill': 3122.343358287959, 'Composting': 1330.5402423142457, 'Recycling': 969.5554485586727}",18.84,Medium,34135.0
Assam,2015-11-01,27957278,128137.53,"{'Fruits': 32034.38218408482, 'Vegetables': 38441.25862090178, 'Grains': 25627.50574726786, 'Dairy': 19220.62931045089, 'Meat': 6406.876436816965, 'Processed Foods': 6406.876436816965}",Agriculture,126254.01,"{'Landfill': 77312.0551911828, 'Composting': 13321.677425634864, 'Recycling': 22067.717629274553}",36.41,Medium,19703071.52
Bihar,2015-11-01,110322530,505644.93,"{'Fruits': 126411.23266419991, 'Vegetables': 151693.47919703988, 'Grains': 101128.98613135994, 'Dairy': 75846.73959851994, 'Meat': 25282.246532839985, 'Processed Foods': 25282.246532839985}",Retail,518628.03,"{'Landfill': 340282.16079059214, 'Composting': 99609.51130175099, 'Recycling': 80065.76609405466}",37.3,Medium,306812155.08
Chhattisgarh,2015-11-01,27353615,125370.74,"{'Fruits': 31342.684325138973, 'Vegetables': 37611.22119016677, 'Grains': 25074.14746011118, 'Dairy': 18805.610595083384, 'Meat': 6268.536865027795, 'Processed Foods': 6268.536865027795}",Hospitality,117580.57,"{'Landfill': 63165.00486874395, 'Composting': 36269.09915266081, 'Recycling': 18648.781908520064}",18.04,Medium,18861386.13
